YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2024-03,WEEKDAY,19,TRAIN,NE12/CC13,67556,134191
2024-03,WEEKENDS/HOLIDAY,6,TRAIN,EW31,2025,2892
2024-03,WEEKDAY,6,TRAIN,EW31,4358,10935
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,EW7,8455,9923
2024-03,WEEKDAY,15,TRAIN,EW7,10778,15316
2024-03,WEEKENDS/HOLIDAY,17,TRAIN,NE12/CC13,42075,47803
2024-03,WEEKDAY,17,TRAIN,NE12/CC13,71905,111288
2024-03,WEEKDAY,8,TRAIN,NS21/DT11,108988,128332
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,NS21/DT11,21489,23488
2024-03,WEEKENDS/HOLIDAY,0,TRAIN,NE16/STC,399,2702
2024-03,WEEKDAY,0,TRAIN,NE16/STC,542,4397
2024-03,WEEKDAY,21,TRAIN,CC24,23967,4451
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,CC24,4502,2482
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,EW8/CC9,36216,43913
2024-03,WEEKDAY,12,TRAIN,EW8/CC9,39582,52162
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,BP5,749,986
2024-03,WEEKDAY,20,TRAIN,BP5,1519,2284
2024-03,WEEKDAY,12,TRAIN,EW15,33565,37303
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,EW15,12621,16699
2024-03,WEEKDAY,7,TRAIN,SW4,10326,1268
2024-03,WEEKENDS/HOLIDAY,7,TRAIN,SW4,1127,343
2024-03,WEEKDAY,22,TRAIN,DT33,3852,24265
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,DT33,2308,12558
2024-03,WEEKDAY,11,TRAIN,EW24/NS1,34151,59128
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,EW24/NS1,25257,49004
2024-03,WEEKDAY,23,TRAIN,CC23,1997,1091
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,CC23,709,698
2024-03,WEEKDAY,22,TRAIN,DT13,9479,7862
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,DT13,4175,4672
2024-03,WEEKDAY,23,TRAIN,NE14,2352,19271
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,NE14,1537,11218
2024-03,WEEKDAY,22,TRAIN,NS9/TE2,27195,62281
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,NS9/TE2,17533,33822
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,DT22,5974,8272
2024-03,WEEKDAY,12,TRAIN,DT22,7940,9008
2024-03,WEEKENDS/HOLIDAY,18,TRAIN,DT28,7529,7784
2024-03,WEEKDAY,18,TRAIN,DT28,37370,25758
2024-03,WEEKDAY,12,TRAIN,DT34,5627,4256
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,DT34,3216,2010
2024-03,WEEKENDS/HOLIDAY,9,TRAIN,SW7,2212,661
2024-03,WEEKDAY,9,TRAIN,SW7,4016,1102
2024-03,WEEKDAY,12,TRAIN,NE17/PTC,37002,34194
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,NE17/PTC,31296,26308
2024-03,WEEKDAY,19,TRAIN,NE8,36335,58426
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,NE8,28095,30394
2024-03,WEEKDAY,21,TRAIN,EW25,4324,13647
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,EW25,3444,6794
2024-03,WEEKENDS/HOLIDAY,16,TRAIN,CC2,6020,3128
2024-03,WEEKDAY,16,TRAIN,CC2,10033,4523
2024-03,WEEKENDS/HOLIDAY,14,TRAIN,CC12,3172,3505
2024-03,WEEKDAY,14,TRAIN,CC12,8760,5860
2024-03,WEEKDAY,16,TRAIN,NS20,61264,28540
2024-03,WEEKENDS/HOLIDAY,16,TRAIN,NS20,21965,15613
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,NS13,22928,32802
2024-03,WEEKDAY,21,TRAIN,NS13,42273,67045
2024-03,WEEKDAY,5,TRAIN,NS13,25029,3950
2024-03,WEEKENDS/HOLIDAY,5,TRAIN,NS13,6799,1062
2024-03,WEEKDAY,5,TRAIN,PW6,705,13
2024-03,WEEKENDS/HOLIDAY,5,TRAIN,PW6,163,7
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,CC21,7600,7759
2024-03,WEEKDAY,13,TRAIN,CC21,15017,9100
2024-03,WEEKDAY,14,TRAIN,PE7,3084,4557
2024-03,WEEKENDS/HOLIDAY,14,TRAIN,PE7,2578,2518
2024-03,WEEKDAY,10,TRAIN,CC20,5078,3094
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,CC20,3724,3016
2024-03,WEEKENDS/HOLIDAY,0,TRAIN,CG2,101,323
2024-03,WEEKDAY,0,TRAIN,CG2,138,697
2024-03,WEEKENDS/HOLIDAY,16,TRAIN,NE5,8145,8942
2024-03,WEEKDAY,16,TRAIN,NE5,14744,13050
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,NE16/STC,29201,20947
2024-03,WEEKDAY,11,TRAIN,NE16/STC,40097,28547
2024-03,WEEKDAY,9,TRAIN,TE6,18546,4141
2024-03,WEEKENDS/HOLIDAY,9,TRAIN,TE6,8058,2816
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,EW9,15695,13884
2024-03,WEEKDAY,13,TRAIN,EW9,22571,16804
2024-03,WEEKDAY,16,TRAIN,NS14,26717,29519
2024-03,WEEKENDS/HOLIDAY,16,TRAIN,NS14,18222,15628
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,NS15,8417,4167
2024-03,WEEKDAY,11,TRAIN,NS15,13898,9523
2024-03,WEEKDAY,5,TRAIN,EW21/CC22,2200,1022
2024-03,WEEKENDS/HOLIDAY,5,TRAIN,EW21/CC22,536,104
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,BP4,1101,571
2024-03,WEEKDAY,11,TRAIN,BP4,4720,1669
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,NS27/CE2/TE20,1523,2728
2024-03,WEEKDAY,11,TRAIN,NS27/CE2/TE20,4607,4616
2024-03,WEEKDAY,9,TRAIN,NS17/CC15,59750,28160
2024-03,WEEKENDS/HOLIDAY,9,TRAIN,NS17/CC15,23026,15149
2024-03,WEEKDAY,6,TRAIN,EW10,19216,4373
2024-03,WEEKENDS/HOLIDAY,6,TRAIN,EW10,5467,1586
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,NS28,578,2355
2024-03,WEEKDAY,8,TRAIN,NS28,3142,3798
2024-03,WEEKDAY,7,TRAIN,EW33,12051,15960
2024-03,WEEKENDS/HOLIDAY,7,TRAIN,EW33,3699,3634
2024-03,WEEKENDS/HOLIDAY,18,TRAIN,BP12,1224,1149
2024-03,WEEKDAY,18,TRAIN,BP12,3117,7578
2024-03,WEEKDAY,0,TRAIN,EW14/NS26,668,171
2024-03,WEEKENDS/HOLIDAY,0,TRAIN,EW14/NS26,327,125
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,TE5,2718,1498
2024-03,WEEKDAY,8,TRAIN,TE5,14819,6123
2024-03,WEEKENDS/HOLIDAY,17,TRAIN,CC6,13906,47803
2024-03,WEEKDAY,17,TRAIN,CC6,17908,48815
2024-03,WEEKDAY,8,TRAIN,NE8,34552,39426
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,NE8,9477,11836
2024-03,WEEKDAY,20,TRAIN,CC7,5094,9934
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,CC7,2960,4975
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,NS3,6047,13172
2024-03,WEEKDAY,20,TRAIN,NS3,11046,30449
2024-03,WEEKDAY,10,TRAIN,SE3,3502,988
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,SE3,2243,691
2024-03,WEEKENDS/HOLIDAY,9,TRAIN,EW16/NE3/TE17,8831,11035
2024-03,WEEKDAY,9,TRAIN,EW16/NE3/TE17,24773,68722
2024-03,WEEKENDS/HOLIDAY,18,TRAIN,NE16/STC,26923,34958
2024-03,WEEKDAY,18,TRAIN,NE16/STC,63801,139222
2024-03,WEEKDAY,12,TRAIN,TE3,10115,6466
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,TE3,6021,3379
2024-03,WEEKDAY,5,TRAIN,EW15,740,596
2024-03,WEEKENDS/HOLIDAY,5,TRAIN,EW15,207,42
2024-03,WEEKDAY,18,TRAIN,NS7,36325,48268
2024-03,WEEKENDS/HOLIDAY,18,TRAIN,NS7,20645,16063
2024-03,WEEKENDS/HOLIDAY,0,TRAIN,NS15,245,848
2024-03,WEEKDAY,0,TRAIN,NS15,529,1333
2024-03,WEEKDAY,15,TRAIN,NS15,17997,11868
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,NS15,7107,6103
2024-03,WEEKDAY,22,TRAIN,DT7,1452,3121
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,DT7,898,1713
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,PW4,3484,3868
2024-03,WEEKDAY,15,TRAIN,PW4,4122,5432
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,TE4,1891,1693
2024-03,WEEKDAY,22,TRAIN,TE4,3466,3100
2024-03,WEEKDAY,6,TRAIN,CC16,7475,3886
2024-03,WEEKENDS/HOLIDAY,6,TRAIN,CC16,1461,865
2024-03,WEEKDAY,13,TRAIN,TE4,4306,3280
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,TE4,3168,2291
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,BP12,1857,790
2024-03,WEEKDAY,11,TRAIN,BP12,2563,945
2024-03,WEEKDAY,13,TRAIN,NE17/PTC,39662,40137
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,NE17/PTC,30659,29257
2024-03,WEEKDAY,15,TRAIN,EW23,41600,40828
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,EW23,25548,26252
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,NE8,34296,22669
2024-03,WEEKDAY,20,TRAIN,NE8,37949,38942
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,EW33,2693,3028
2024-03,WEEKDAY,19,TRAIN,EW33,6074,7277
2024-03,WEEKDAY,8,TRAIN,TE16,12267,13284
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,TE16,2831,1925
2024-03,WEEKENDS/HOLIDAY,7,TRAIN,BP5,756,537
2024-03,WEEKDAY,7,TRAIN,BP5,5887,3292
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,SW6,2465,657
2024-03,WEEKDAY,8,TRAIN,SW6,11727,2746
2024-03,WEEKENDS/HOLIDAY,16,TRAIN,EW4,8936,8664
2024-03,WEEKDAY,16,TRAIN,EW4,15509,14505
2024-03,WEEKENDS/HOLIDAY,14,TRAIN,CC2,3412,4514
2024-03,WEEKDAY,14,TRAIN,CC2,5315,6883
2024-03,WEEKDAY,12,TRAIN,NE14,29196,19508
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,NE14,21838,13471
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,NE4/DT19,44235,21891
2024-03,WEEKDAY,20,TRAIN,NE4/DT19,83083,36681
2024-03,WEEKDAY,0,TRAIN,SE5,43,412
2024-03,WEEKENDS/HOLIDAY,0,TRAIN,SE5,30,236
2024-03,WEEKDAY,23,TRAIN,EW6,1489,7163
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,EW6,982,3887
2024-03,WEEKDAY,12,TRAIN,CC4/DT15,18246,29437
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,CC4/DT15,6487,17375
2024-03,WEEKDAY,15,TRAIN,NE4/DT19,60543,51673
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,NE4/DT19,45672,37468
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,SW1,1060,828
2024-03,WEEKDAY,8,TRAIN,SW1,3917,7066
2024-03,WEEKENDS/HOLIDAY,9,TRAIN,NS10,27976,11965
2024-03,WEEKDAY,9,TRAIN,NS10,55856,23652
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,CG1/DT35,14836,2530
2024-03,WEEKDAY,21,TRAIN,CG1/DT35,20144,3218
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,NS21/DT11,38669,38240
2024-03,WEEKDAY,13,TRAIN,NS21/DT11,50756,62449
2024-03,WEEKDAY,17,TRAIN,TE12,14203,3244
2024-03,WEEKENDS/HOLIDAY,17,TRAIN,TE12,2526,1457
2024-03,WEEKDAY,7,TRAIN,CC23,3402,37460
2024-03,WEEKENDS/HOLIDAY,7,TRAIN,CC23,909,2977
2024-03,WEEKDAY,16,TRAIN,SW1,5354,2444
2024-03,WEEKENDS/HOLIDAY,16,TRAIN,SW1,1766,1154
2024-03,WEEKDAY,20,TRAIN,NE15,10489,36238
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,NE15,6267,14928
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,EW29,6865,4549
2024-03,WEEKDAY,13,TRAIN,EW29,8492,6944
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,EW30,1270,597
2024-03,WEEKDAY,13,TRAIN,EW30,1219,1095
2024-03,WEEKDAY,7,TRAIN,EW32,5646,32550
2024-03,WEEKENDS/HOLIDAY,7,TRAIN,EW32,3286,6255
2024-03,WEEKDAY,7,TRAIN,NE14,91354,36374
2024-03,WEEKENDS/HOLIDAY,7,TRAIN,NE14,12928,6152
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,SE3,1871,1713
2024-03,WEEKDAY,13,TRAIN,SE3,3530,2851
2024-03,WEEKDAY,20,TRAIN,EW30,6059,1347
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,EW30,1190,1400
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,NS17/CC15,29411,22626
2024-03,WEEKDAY,12,TRAIN,NS17/CC15,41427,38413
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,EW26,16128,15380
2024-03,WEEKDAY,15,TRAIN,EW26,21486,22442
2024-03,WEEKENDS/HOLIDAY,17,TRAIN,TE13,2324,1698
2024-03,WEEKDAY,17,TRAIN,TE13,8314,3965
2024-03,WEEKENDS/HOLIDAY,9,TRAIN,EW23,26017,19971
2024-03,WEEKDAY,9,TRAIN,EW23,52558,46858
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,DT34,1121,3094
2024-03,WEEKDAY,21,TRAIN,DT34,3174,5161
2024-03,WEEKDAY,7,TRAIN,DT33,66016,27754
2024-03,WEEKENDS/HOLIDAY,7,TRAIN,DT33,8053,3613
2024-03,WEEKDAY,0,TRAIN,DT24,42,436
2024-03,WEEKENDS/HOLIDAY,0,TRAIN,DT24,26,302
2024-03,WEEKENDS/HOLIDAY,0,TRAIN,NS18,136,955
2024-03,WEEKDAY,0,TRAIN,NS18,225,1724
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,NS24/NE6/CC1,17595,7511
2024-03,WEEKDAY,22,TRAIN,NS24/NE6/CC1,37225,11417
2024-03,WEEKDAY,21,TRAIN,EW3,9882,22768
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,EW3,5317,11120
2024-03,WEEKDAY,20,TRAIN,DT5,12050,16977
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,DT5,5575,8084
2024-03,WEEKDAY,15,TRAIN,DT22,7331,8272
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,DT22,6905,7638
2024-03,WEEKENDS/HOLIDAY,21,TRAIN,CC27,1676,456
2024-03,WEEKDAY,21,TRAIN,CC27,5165,1005
2024-03,WEEKDAY,15,TRAIN,SE4,2473,3492
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,SE4,1856,1955
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,PW6,428,870
2024-03,WEEKDAY,19,TRAIN,PW6,1089,3349
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,NE10,6871,5584
2024-03,WEEKDAY,8,TRAIN,NE10,41352,36794
2024-03,WEEKDAY,15,TRAIN,NS5,20577,23372
2024-03,WEEKENDS/HOLIDAY,15,TRAIN,NS5,13692,15527
2024-03,WEEKENDS/HOLIDAY,11,TRAIN,DT13,7175,8732
2024-03,WEEKDAY,11,TRAIN,DT13,9673,15131
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,DT27,2757,5514
2024-03,WEEKDAY,20,TRAIN,DT27,8026,9772
2024-03,WEEKDAY,20,TRAIN,SW3,961,3443
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,SW3,586,1513
2024-03,WEEKDAY,14,TRAIN,EW16/NE3/TE17,30176,33525
2024-03,WEEKENDS/HOLIDAY,14,TRAIN,EW16/NE3/TE17,14508,10358
2024-03,WEEKDAY,19,TRAIN,EW26,24948,74161
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,EW26,13217,20709
2024-03,WEEKDAY,6,TRAIN,BP3,12165,1085
2024-03,WEEKENDS/HOLIDAY,6,TRAIN,BP3,1791,327
2024-03,WEEKENDS/HOLIDAY,13,TRAIN,EW12/DT14,40799,59568
2024-03,WEEKDAY,13,TRAIN,EW12/DT14,65829,70479
2024-03,WEEKDAY,8,TRAIN,CG2,15232,33925
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,CG2,8506,11337
2024-03,WEEKDAY,20,TRAIN,NE13,18279,28985
2024-03,WEEKENDS/HOLIDAY,20,TRAIN,NE13,8893,12581
2024-03,WEEKDAY,19,TRAIN,NS17/CC15,51573,84613
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,NS17/CC15,20558,24068
2024-03,WEEKENDS/HOLIDAY,14,TRAIN,TE8,7924,5801
2024-03,WEEKDAY,14,TRAIN,TE8,7901,7968
2024-03,WEEKDAY,23,TRAIN,CC17/TE9,766,2771
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,CC17/TE9,501,1553
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,DT18,1824,4862
2024-03,WEEKDAY,10,TRAIN,DT18,4705,26124
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,EW23,23063,28202
2024-03,WEEKDAY,19,TRAIN,EW23,59924,85218
2024-03,WEEKENDS/HOLIDAY,14,TRAIN,EW15,15406,12556
2024-03,WEEKDAY,14,TRAIN,EW15,31027,28399
2024-03,WEEKDAY,23,TRAIN,EW12/DT14,26124,14271
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,EW12/DT14,16968,9888
2024-03,WEEKENDS/HOLIDAY,10,TRAIN,NS4/BP1,20147,14785
2024-03,WEEKDAY,10,TRAIN,NS4/BP1,27723,20982
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,NS5,5181,16411
2024-03,WEEKDAY,22,TRAIN,NS5,8362,30516
2024-03,WEEKENDS/HOLIDAY,22,TRAIN,SE3,237,2248
2024-03,WEEKDAY,22,TRAIN,SE3,493,4131
2024-03,WEEKDAY,7,TRAIN,NS15,36953,54392
2024-03,WEEKENDS/HOLIDAY,7,TRAIN,NS15,6696,5934
2024-03,WEEKDAY,12,TRAIN,EW30,2237,1221
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,EW30,1747,628
2024-03,WEEKDAY,12,TRAIN,NE11,11355,11921
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,NE11,9042,8249
2024-03,WEEKDAY,8,TRAIN,PE5,16758,3112
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,PE5,3756,1171
2024-03,WEEKENDS/HOLIDAY,14,TRAIN,TE19,2006,1688
2024-03,WEEKDAY,14,TRAIN,TE19,5262,6435
2024-03,WEEKENDS/HOLIDAY,19,TRAIN,TE19,1826,1425
2024-03,WEEKDAY,19,TRAIN,TE19,23395,3824
2024-03,WEEKENDS/HOLIDAY,9,TRAIN,CC11,3141,9188
2024-03,WEEKDAY,9,TRAIN,CC11,7326,62661
2024-03,WEEKDAY,0,TRAIN,SE1,74,645
2024-03,WEEKENDS/HOLIDAY,0,TRAIN,SE1,69,387
2024-03,WEEKDAY,12,TRAIN,NS14,26313,17539
2024-03,WEEKENDS/HOLIDAY,12,TRAIN,NS14,19317,12467
2024-03,WEEKENDS/HOLIDAY,14,TRAIN,SE4,1973,2074
2024-03,WEEKDAY,14,TRAIN,SE4,2836,3531
2024-03,WEEKENDS/HOLIDAY,23,TRAIN,EW11,3042,6802
2024-03,WEEKDAY,23,TRAIN,EW11,5482,10799
2024-03,WEEKENDS/HOLIDAY,8,TRAIN,TE18,990,2660
