LinkID,SpeedBand,Time
103000202,4,2024-04-15 17:11:29.799857
103000203,3,2024-04-15 17:11:29.799857
103000206,3,2024-04-15 17:11:29.799857
103000207,3,2024-04-15 17:11:29.799857
103000210,3,2024-04-15 17:11:29.799857
103000211,5,2024-04-15 17:11:29.799857
103000214,3,2024-04-15 17:11:29.799857
103000215,4,2024-04-15 17:11:29.799857
103000218,4,2024-04-15 17:11:29.799857
103000219,5,2024-04-15 17:11:29.799857
103000222,4,2024-04-15 17:11:29.799857
103000223,4,2024-04-15 17:11:29.799857
103000226,4,2024-04-15 17:11:29.799857
103000227,3,2024-04-15 17:11:29.799857
103000228,3,2024-04-15 17:11:29.799857
103000234,3,2024-04-15 17:11:29.799857
103000235,4,2024-04-15 17:11:29.799857
103000238,8,2024-04-15 17:11:29.799857
103000239,8,2024-04-15 17:11:29.799857
103000242,3,2024-04-15 17:11:29.799857
103000243,4,2024-04-15 17:11:29.799857
103000246,2,2024-04-15 17:11:29.799857
103000247,3,2024-04-15 17:11:29.799857
103000254,4,2024-04-15 17:11:29.799857
103000255,3,2024-04-15 17:11:29.799857
103000258,3,2024-04-15 17:11:29.799857
103000259,3,2024-04-15 17:11:29.799857
103000260,3,2024-04-15 17:11:29.799857
103000266,3,2024-04-15 17:11:29.799857
103000267,4,2024-04-15 17:11:29.799857
103000270,3,2024-04-15 17:11:29.799857
103000271,3,2024-04-15 17:11:29.799857
103000276,4,2024-04-15 17:11:29.799857
103000282,3,2024-04-15 17:11:29.799857
103000283,3,2024-04-15 17:11:29.799857
103000290,2,2024-04-15 17:11:29.799857
103000291,3,2024-04-15 17:11:29.799857
103000292,3,2024-04-15 17:11:29.799857
103000298,5,2024-04-15 17:11:29.799857
103000299,3,2024-04-15 17:11:29.799857
103000300,6,2024-04-15 17:11:29.799857
103000306,3,2024-04-15 17:11:29.799857
103000307,3,2024-04-15 17:11:29.799857
103000310,1,2024-04-15 17:11:29.799857
103000311,2,2024-04-15 17:11:29.799857
103000312,8,2024-04-15 17:11:29.799857
103000316,6,2024-04-15 17:11:29.799857
103000324,5,2024-04-15 17:11:29.799857
103000330,3,2024-04-15 17:11:29.799857
103000331,4,2024-04-15 17:11:29.799857
103000334,4,2024-04-15 17:11:29.799857
103000335,3,2024-04-15 17:11:29.799857
103000338,4,2024-04-15 17:11:29.799857
103000339,3,2024-04-15 17:11:29.799857
103000342,4,2024-04-15 17:11:29.799857
103000343,3,2024-04-15 17:11:29.799857
103000346,4,2024-04-15 17:11:29.799857
103000347,3,2024-04-15 17:11:29.799857
103000350,3,2024-04-15 17:11:29.799857
103000351,4,2024-04-15 17:11:29.799857
103000354,8,2024-04-15 17:11:29.799857
103000355,8,2024-04-15 17:11:29.799857
103000358,4,2024-04-15 17:11:29.799857
103000359,2,2024-04-15 17:11:29.799857
103000362,2,2024-04-15 17:11:29.799857
103000363,3,2024-04-15 17:11:29.799857
103000366,7,2024-04-15 17:11:29.799857
103000367,3,2024-04-15 17:11:29.799857
103000374,5,2024-04-15 17:11:29.799857
103000375,6,2024-04-15 17:11:29.799857
103000378,3,2024-04-15 17:11:29.799857
103000379,8,2024-04-15 17:11:29.799857
103000382,8,2024-04-15 17:11:29.799857
103000383,8,2024-04-15 17:11:29.799857
103000386,3,2024-04-15 17:11:29.799857
103000387,8,2024-04-15 17:11:29.799857
103000390,3,2024-04-15 17:11:29.799857
103000391,3,2024-04-15 17:11:29.799857
103000394,4,2024-04-15 17:11:29.799857
103000395,4,2024-04-15 17:11:29.799857
103000406,4,2024-04-15 17:11:29.799857
103000407,4,2024-04-15 17:11:29.799857
103000408,4,2024-04-15 17:11:29.799857
103000414,8,2024-04-15 17:11:29.799857
103000415,3,2024-04-15 17:11:29.799857
103000418,3,2024-04-15 17:11:29.799857
103000419,3,2024-04-15 17:11:29.799857
103000422,3,2024-04-15 17:11:29.799857
103000423,1,2024-04-15 17:11:29.799857
103000430,5,2024-04-15 17:11:29.799857
103000431,4,2024-04-15 17:11:29.799857
103000432,4,2024-04-15 17:11:29.799857
103000438,3,2024-04-15 17:11:29.799857
103000439,3,2024-04-15 17:11:29.799857
103000446,3,2024-04-15 17:11:29.799857
103000447,3,2024-04-15 17:11:29.799857
103000448,8,2024-04-15 17:11:29.799857
103000454,3,2024-04-15 17:11:29.799857
103000455,4,2024-04-15 17:11:29.799857
103000456,3,2024-04-15 17:11:29.799857
103000466,5,2024-04-15 17:11:29.799857
103000467,5,2024-04-15 17:11:29.799857
103000470,4,2024-04-15 17:11:29.799857
103000471,3,2024-04-15 17:11:29.799857
103000474,3,2024-04-15 17:11:29.799857
103000475,8,2024-04-15 17:11:29.799857
103000476,4,2024-04-15 17:11:29.799857
103000486,2,2024-04-15 17:11:29.799857
103000487,2,2024-04-15 17:11:29.799857
103000488,4,2024-04-15 17:11:29.799857
103000494,5,2024-04-15 17:11:29.799857
103000495,5,2024-04-15 17:11:29.799857
103000498,4,2024-04-15 17:11:29.799857
103000499,3,2024-04-15 17:11:29.799857
103000506,3,2024-04-15 17:11:29.799857
103000507,3,2024-04-15 17:11:29.799857
103000514,4,2024-04-15 17:11:29.799857
103000515,4,2024-04-15 17:11:29.799857
103000516,4,2024-04-15 17:11:29.799857
103000522,4,2024-04-15 17:11:29.799857
103000523,2,2024-04-15 17:11:29.799857
103000526,3,2024-04-15 17:11:29.799857
103000527,3,2024-04-15 17:11:29.799857
103000530,3,2024-04-15 17:11:29.799857
103000531,3,2024-04-15 17:11:29.799857
103000534,3,2024-04-15 17:11:29.799857
103000535,3,2024-04-15 17:11:29.799857
103000538,4,2024-04-15 17:11:29.799857
103000539,4,2024-04-15 17:11:29.799857
103000542,3,2024-04-15 17:11:29.799857
103000543,4,2024-04-15 17:11:29.799857
103000550,4,2024-04-15 17:11:29.799857
103000551,3,2024-04-15 17:11:29.799857
103000554,4,2024-04-15 17:11:29.799857
103000555,3,2024-04-15 17:11:29.799857
103000558,5,2024-04-15 17:11:29.799857
103000559,4,2024-04-15 17:11:29.799857
103000562,3,2024-04-15 17:11:29.799857
103000563,5,2024-04-15 17:11:29.799857
103000564,3,2024-04-15 17:11:29.799857
103000568,4,2024-04-15 17:11:29.799857
103000574,3,2024-04-15 17:11:29.799857
103000575,3,2024-04-15 17:11:29.799857
103000576,5,2024-04-15 17:11:29.799857
103000582,4,2024-04-15 17:11:29.799857
103000583,3,2024-04-15 17:11:29.799857
103000586,4,2024-04-15 17:11:29.799857
103000587,3,2024-04-15 17:11:29.799857
103000590,5,2024-04-15 17:11:29.799857
103000591,5,2024-04-15 17:11:29.799857
103000594,5,2024-04-15 17:11:29.799857
103000595,5,2024-04-15 17:11:29.799857
103000598,5,2024-04-15 17:11:29.799857
103000599,5,2024-04-15 17:11:29.799857
103000602,4,2024-04-15 17:11:29.799857
103000603,3,2024-04-15 17:11:29.799857
103000606,4,2024-04-15 17:11:29.799857
103000607,4,2024-04-15 17:11:29.799857
103000610,4,2024-04-15 17:11:29.799857
103000611,3,2024-04-15 17:11:29.799857
103000614,4,2024-04-15 17:11:29.799857
103000615,3,2024-04-15 17:11:29.799857
103000626,4,2024-04-15 17:11:29.799857
103000627,4,2024-04-15 17:11:29.799857
103000634,3,2024-04-15 17:11:29.799857
103000635,4,2024-04-15 17:11:29.799857
103000638,4,2024-04-15 17:11:29.799857
103000639,4,2024-04-15 17:11:29.799857
103000642,5,2024-04-15 17:11:29.799857
103000643,5,2024-04-15 17:11:29.799857
103000646,5,2024-04-15 17:11:29.799857
103000647,5,2024-04-15 17:11:29.799857
103000648,3,2024-04-15 17:11:29.799857
103000652,4,2024-04-15 17:11:29.799857
103000656,2,2024-04-15 17:11:29.799857
103000660,3,2024-04-15 17:11:29.799857
103000666,3,2024-04-15 17:11:29.799857
103000667,3,2024-04-15 17:11:29.799857
103000670,4,2024-04-15 17:11:29.799857
103000671,5,2024-04-15 17:11:29.799857
103000674,5,2024-04-15 17:11:29.799857
103000675,5,2024-04-15 17:11:29.799857
103000678,5,2024-04-15 17:11:29.799857
103000679,4,2024-04-15 17:11:29.799857
103000682,4,2024-04-15 17:11:29.799857
103000683,5,2024-04-15 17:11:29.799857
103000686,2,2024-04-15 17:11:29.799857
103000687,3,2024-04-15 17:11:29.799857
103000690,4,2024-04-15 17:11:29.799857
103000691,5,2024-04-15 17:11:29.799857
103000694,3,2024-04-15 17:11:29.799857
103000695,4,2024-04-15 17:11:29.799857
103000698,3,2024-04-15 17:11:29.799857
103000699,4,2024-04-15 17:11:29.799857
103000702,4,2024-04-15 17:11:29.799857
103000703,3,2024-04-15 17:11:29.799857
103000706,5,2024-04-15 17:11:29.799857
103000707,5,2024-04-15 17:11:29.799857
103000710,4,2024-04-15 17:11:29.799857
103000711,4,2024-04-15 17:11:29.799857
103000714,8,2024-04-15 17:11:29.799857
103000715,8,2024-04-15 17:11:29.799857
103000718,8,2024-04-15 17:11:29.799857
103000719,8,2024-04-15 17:11:29.799857
103000720,2,2024-04-15 17:11:29.799857
103000726,2,2024-04-15 17:11:29.799857
103000727,8,2024-04-15 17:11:29.799857
103000732,3,2024-04-15 17:11:29.799857
103000738,4,2024-04-15 17:11:29.799857
103000739,5,2024-04-15 17:11:29.799857
103000742,3,2024-04-15 17:11:29.799857
103000743,2,2024-04-15 17:11:29.799857
103000746,2,2024-04-15 17:11:29.799857
103000747,2,2024-04-15 17:11:29.799857
103000750,2,2024-04-15 17:11:29.799857
103000751,2,2024-04-15 17:11:29.799857
103000754,6,2024-04-15 17:11:29.799857
103000755,4,2024-04-15 17:11:29.799857
103000758,3,2024-04-15 17:11:29.799857
103000759,4,2024-04-15 17:11:29.799857
103000762,4,2024-04-15 17:11:29.799857
103000763,4,2024-04-15 17:11:29.799857
103000766,2,2024-04-15 17:11:29.799857
103000767,7,2024-04-15 17:11:29.799857
103000768,3,2024-04-15 17:11:29.799857
103000774,2,2024-04-15 17:11:29.799857
103000775,8,2024-04-15 17:11:29.799857
103000778,2,2024-04-15 17:11:29.799857
103000779,2,2024-04-15 17:11:29.799857
103000782,2,2024-04-15 17:11:29.799857
103000783,2,2024-04-15 17:11:29.799857
103000786,4,2024-04-15 17:11:29.799857
103000787,4,2024-04-15 17:11:29.799857
103000792,4,2024-04-15 17:11:29.799857
103000798,6,2024-04-15 17:11:29.799857
103000799,3,2024-04-15 17:11:29.799857
103000802,4,2024-04-15 17:11:29.799857
103000803,3,2024-04-15 17:11:29.799857
103000806,2,2024-04-15 17:11:29.799857
103000807,2,2024-04-15 17:11:29.799857
103000810,3,2024-04-15 17:11:29.799857
103000811,3,2024-04-15 17:11:29.799857
103000814,1,2024-04-15 17:11:29.799857
103000815,2,2024-04-15 17:11:29.799857
103000818,1,2024-04-15 17:11:29.799857
103000819,2,2024-04-15 17:11:29.799857
103000822,6,2024-04-15 17:11:29.799857
103000823,8,2024-04-15 17:11:29.799857
103000826,8,2024-04-15 17:11:29.799857
103000827,8,2024-04-15 17:11:29.799857
103000830,2,2024-04-15 17:11:29.799857
103000831,4,2024-04-15 17:11:29.799857
103000834,4,2024-04-15 17:11:29.799857
103000835,4,2024-04-15 17:11:29.799857
103000838,3,2024-04-15 17:11:29.799857
103000839,4,2024-04-15 17:11:29.799857
103000842,4,2024-04-15 17:11:29.799857
103000843,3,2024-04-15 17:11:29.799857
103000844,4,2024-04-15 17:11:29.799857
103000850,4,2024-04-15 17:11:29.799857
103000851,3,2024-04-15 17:11:29.799857
103000854,8,2024-04-15 17:11:29.799857
103000855,5,2024-04-15 17:11:29.799857
103000858,3,2024-04-15 17:11:29.799857
103000859,3,2024-04-15 17:11:29.799857
103000862,6,2024-04-15 17:11:29.799857
103000863,8,2024-04-15 17:11:29.799857
103000864,4,2024-04-15 17:11:29.799857
103000870,7,2024-04-15 17:11:29.799857
103000871,3,2024-04-15 17:11:29.799857
103000874,4,2024-04-15 17:11:29.799857
103000875,3,2024-04-15 17:11:29.799857
103000878,4,2024-04-15 17:11:29.799857
103000879,3,2024-04-15 17:11:29.799857
103000882,3,2024-04-15 17:11:29.799857
103000883,4,2024-04-15 17:11:29.799857
103000886,4,2024-04-15 17:11:29.799857
103000887,4,2024-04-15 17:11:29.799857
103000890,3,2024-04-15 17:11:29.799857
103000891,3,2024-04-15 17:11:29.799857
103000894,4,2024-04-15 17:11:29.799857
103000895,3,2024-04-15 17:11:29.799857
103000898,4,2024-04-15 17:11:29.799857
103000899,4,2024-04-15 17:11:29.799857
103000902,3,2024-04-15 17:11:29.799857
103000903,4,2024-04-15 17:11:29.799857
103000906,3,2024-04-15 17:11:29.799857
103000907,3,2024-04-15 17:11:29.799857
103000910,3,2024-04-15 17:11:29.799857
103000911,3,2024-04-15 17:11:29.799857
103000914,3,2024-04-15 17:11:29.799857
103000915,3,2024-04-15 17:11:29.799857
103000918,5,2024-04-15 17:11:29.799857
103000919,5,2024-04-15 17:11:29.799857
103000922,3,2024-04-15 17:11:29.799857
103000923,5,2024-04-15 17:11:29.799857
103000926,4,2024-04-15 17:11:29.799857
103000927,5,2024-04-15 17:11:29.799857
103000930,8,2024-04-15 17:11:29.799857
103000931,7,2024-04-15 17:11:29.799857
103000936,3,2024-04-15 17:11:29.799857
103000942,4,2024-04-15 17:11:29.799857
103000943,4,2024-04-15 17:11:29.799857
103000950,6,2024-04-15 17:11:29.799857
103000951,7,2024-04-15 17:11:29.799857
103000952,2,2024-04-15 17:11:29.799857
103000956,2,2024-04-15 17:11:29.799857
103000960,2,2024-04-15 17:11:29.799857
103000966,2,2024-04-15 17:11:29.799857
103000967,8,2024-04-15 17:11:29.799857
103000970,3,2024-04-15 17:11:29.799857
103000971,3,2024-04-15 17:11:29.799857
103000974,8,2024-04-15 17:11:29.799857
103000975,7,2024-04-15 17:11:29.799857
103000978,5,2024-04-15 17:11:29.799857
103000979,3,2024-04-15 17:11:29.799857
103000980,4,2024-04-15 17:11:29.799857
103000986,2,2024-04-15 17:11:29.799857
103000987,3,2024-04-15 17:11:29.799857
103000988,3,2024-04-15 17:11:29.799857
103000994,3,2024-04-15 17:11:29.799857
103000995,2,2024-04-15 17:11:29.799857
103000998,8,2024-04-15 17:11:29.799857
103000999,4,2024-04-15 17:11:29.799857
103001002,4,2024-04-15 17:11:29.799857
103001003,5,2024-04-15 17:11:29.799857
103001006,5,2024-04-15 17:11:29.799857
103001007,5,2024-04-15 17:11:29.799857
103001010,5,2024-04-15 17:11:29.799857
103001011,5,2024-04-15 17:11:29.799857
103001014,4,2024-04-15 17:11:29.799857
103001015,3,2024-04-15 17:11:29.799857
103001018,5,2024-04-15 17:11:29.799857
103001019,5,2024-04-15 17:11:29.799857
103001022,4,2024-04-15 17:11:29.799857
103001023,4,2024-04-15 17:11:29.799857
103001034,4,2024-04-15 17:11:29.799857
103001035,4,2024-04-15 17:11:29.799857
103001038,4,2024-04-15 17:11:29.799857
103001039,3,2024-04-15 17:11:29.799857
103001042,5,2024-04-15 17:11:29.799857
103001043,4,2024-04-15 17:11:29.799857
103001044,3,2024-04-15 17:11:29.799857
103001048,3,2024-04-15 17:11:29.799857
103001054,3,2024-04-15 17:11:29.799857
103001055,3,2024-04-15 17:11:29.799857
103001058,8,2024-04-15 17:11:29.799857
103001059,3,2024-04-15 17:11:29.799857
103001066,4,2024-04-15 17:11:29.799857
103001067,4,2024-04-15 17:11:29.799857
103001070,4,2024-04-15 17:11:29.799857
103001071,4,2024-04-15 17:11:29.799857
103001074,5,2024-04-15 17:11:29.799857
103001075,5,2024-04-15 17:11:29.799857
103001076,4,2024-04-15 17:11:29.799857
103001082,2,2024-04-15 17:11:29.799857
103001083,3,2024-04-15 17:11:29.799857
103001086,8,2024-04-15 17:11:29.799857
103001087,3,2024-04-15 17:11:29.799857
103001088,4,2024-04-15 17:11:29.799857
103001094,3,2024-04-15 17:11:29.799857
103001095,3,2024-04-15 17:11:29.799857
103001098,3,2024-04-15 17:11:29.799857
103001099,4,2024-04-15 17:11:29.799857
103001100,4,2024-04-15 17:11:29.799857
103001106,8,2024-04-15 17:11:29.799857
103001107,3,2024-04-15 17:11:29.799857
103001110,2,2024-04-15 17:11:29.799857
103001111,8,2024-04-15 17:11:29.799857
103001114,3,2024-04-15 17:11:29.799857
103001115,3,2024-04-15 17:11:29.799857
103001116,4,2024-04-15 17:11:29.799857
103001120,3,2024-04-15 17:11:29.799857
103001124,3,2024-04-15 17:11:29.799857
103001128,4,2024-04-15 17:11:29.799857
103001134,5,2024-04-15 17:11:29.799857
103001135,4,2024-04-15 17:11:29.799857
103001138,2,2024-04-15 17:11:29.799857
103001139,4,2024-04-15 17:11:29.799857
103001142,2,2024-04-15 17:11:29.799857
103001143,2,2024-04-15 17:11:29.799857
103001146,5,2024-04-15 17:11:29.799857
103001147,4,2024-04-15 17:11:29.799857
103001150,5,2024-04-15 17:11:29.799857
103001151,5,2024-04-15 17:11:29.799857
103001154,5,2024-04-15 17:11:29.799857
103001155,5,2024-04-15 17:11:29.799857
103001158,5,2024-04-15 17:11:29.799857
103001159,3,2024-04-15 17:11:29.799857
103001162,4,2024-04-15 17:11:29.799857
103001163,5,2024-04-15 17:11:29.799857
103001166,3,2024-04-15 17:11:29.799857
103001167,4,2024-04-15 17:11:29.799857
103001170,6,2024-04-15 17:11:29.799857
103001171,5,2024-04-15 17:11:29.799857
103001174,5,2024-04-15 17:11:29.799857
103001175,4,2024-04-15 17:11:29.799857
103001178,2,2024-04-15 17:11:29.799857
103001179,5,2024-04-15 17:11:29.799857
103001180,3,2024-04-15 17:11:29.799857
103001186,4,2024-04-15 17:11:29.799857
103001187,5,2024-04-15 17:11:29.799857
103001188,3,2024-04-15 17:11:29.799857
103001194,2,2024-04-15 17:11:29.799857
103001195,3,2024-04-15 17:11:29.799857
103001198,7,2024-04-15 17:11:29.799857
103001199,4,2024-04-15 17:11:29.799857
103001200,5,2024-04-15 17:11:29.799857
103001206,3,2024-04-15 17:11:29.799857
103001207,3,2024-04-15 17:11:29.799857
103001210,3,2024-04-15 17:11:29.799857
103001211,4,2024-04-15 17:11:29.799857
103001212,4,2024-04-15 17:11:29.799857
103001218,2,2024-04-15 17:11:29.799857
103001219,3,2024-04-15 17:11:29.799857
103001226,4,2024-04-15 17:11:29.799857
103001227,4,2024-04-15 17:11:29.799857
103001230,5,2024-04-15 17:11:29.799857
103001231,7,2024-04-15 17:11:29.799857
103001232,3,2024-04-15 17:11:29.799857
103001242,3,2024-04-15 17:11:29.799857
103001243,3,2024-04-15 17:11:29.799857
103001244,8,2024-04-15 17:11:29.799857
103001250,5,2024-04-15 17:11:29.799857
103001251,6,2024-04-15 17:11:29.799857
103001252,6,2024-04-15 17:11:29.799857
103001256,3,2024-04-15 17:11:29.799857
103001260,3,2024-04-15 17:11:29.799857
103001266,5,2024-04-15 17:11:29.799857
103001267,4,2024-04-15 17:11:29.799857
103001272,4,2024-04-15 17:11:29.799857
103001278,2,2024-04-15 17:11:29.799857
103001279,8,2024-04-15 17:11:29.799857
103001290,2,2024-04-15 17:11:29.799857
103001291,2,2024-04-15 17:11:29.799857
103001294,4,2024-04-15 17:11:29.799857
103001295,2,2024-04-15 17:11:29.799857
103001298,4,2024-04-15 17:11:29.799857
103001299,3,2024-04-15 17:11:29.799857
103001302,4,2024-04-15 17:11:29.799857
103001303,4,2024-04-15 17:11:29.799857
103001304,4,2024-04-15 17:11:29.799857
103001308,3,2024-04-15 17:11:29.799857
103001314,3,2024-04-15 17:11:29.799857
103001315,2,2024-04-15 17:11:29.799857
103001322,4,2024-04-15 17:11:29.799857
103001323,4,2024-04-15 17:11:29.799857
103001324,4,2024-04-15 17:11:29.799857
103001328,3,2024-04-15 17:11:29.799857
103001332,3,2024-04-15 17:11:29.799857
103001336,4,2024-04-15 17:11:29.799857
103001342,4,2024-04-15 17:11:29.799857
103001343,4,2024-04-15 17:11:29.799857
103001344,3,2024-04-15 17:11:29.799857
103001348,2,2024-04-15 17:11:29.799857
103001354,5,2024-04-15 17:11:29.799857
103001355,8,2024-04-15 17:11:29.799857
103001358,1,2024-04-15 17:11:29.799857
103001359,2,2024-04-15 17:11:29.799857
103001362,4,2024-04-15 17:11:29.799857
103001363,5,2024-04-15 17:11:29.799857
103001364,4,2024-04-15 17:11:29.799857
103001374,2,2024-04-15 17:11:29.799857
103001375,2,2024-04-15 17:11:29.799857
103001376,4,2024-04-15 17:11:29.799857
103001382,3,2024-04-15 17:11:29.799857
103001383,6,2024-04-15 17:11:29.799857
103001386,3,2024-04-15 17:11:29.799857
103001387,4,2024-04-15 17:11:29.799857
103001388,2,2024-04-15 17:11:29.799857
103001394,5,2024-04-15 17:11:29.799857
103001395,8,2024-04-15 17:11:29.799857
103001396,3,2024-04-15 17:11:29.799857
103001400,3,2024-04-15 17:11:29.799857
103001404,3,2024-04-15 17:11:29.799857
103001408,3,2024-04-15 17:11:29.799857
103001414,6,2024-04-15 17:11:29.799857
103001415,3,2024-04-15 17:11:29.799857
103001418,3,2024-04-15 17:11:29.799857
103001419,3,2024-04-15 17:11:29.799857
103001422,3,2024-04-15 17:11:29.799857
103001423,3,2024-04-15 17:11:29.799857
103001424,4,2024-04-15 17:11:29.799857
103001430,3,2024-04-15 17:11:29.799857
103001431,3,2024-04-15 17:11:29.799857
103001434,4,2024-04-15 17:11:29.799857
103001435,3,2024-04-15 17:11:29.799857
103001438,3,2024-04-15 17:11:29.799857
103001439,2,2024-04-15 17:11:29.799857
103001442,4,2024-04-15 17:11:29.799857
103001443,5,2024-04-15 17:11:29.799857
103001444,2,2024-04-15 17:11:29.799857
103001450,6,2024-04-15 17:11:29.799857
103001451,3,2024-04-15 17:11:29.799857
103001462,4,2024-04-15 17:11:29.799857
103001463,4,2024-04-15 17:11:29.799857
103001466,2,2024-04-15 17:11:29.799857
103001467,4,2024-04-15 17:11:29.799857
103001478,3,2024-04-15 17:11:29.799857
103001479,2,2024-04-15 17:11:29.799857
103001482,2,2024-04-15 17:11:29.799857
103001483,3,2024-04-15 17:11:29.799857
103001484,3,2024-04-15 17:11:29.799857
103001490,8,2024-04-15 17:11:29.799857
103001491,6,2024-04-15 17:11:29.799857
103001492,5,2024-04-15 17:11:29.799857
103001498,4,2024-04-15 17:11:29.799857
103001499,4,2024-04-15 17:11:29.799857
103001502,7,2024-04-15 17:11:29.799857
103001503,8,2024-04-15 17:11:29.799857
103001506,6,2024-04-15 17:11:29.799857
103001507,6,2024-04-15 17:11:29.799857
103001510,7,2024-04-15 17:11:29.799857
103001511,2,2024-04-15 17:11:29.799857
103001514,4,2024-04-15 17:11:29.799857
103001515,5,2024-04-15 17:11:29.799857
103001518,4,2024-04-15 17:11:29.799857
103001519,3,2024-04-15 17:11:29.799857
103001522,3,2024-04-15 17:11:29.799857
103001523,3,2024-04-15 17:11:29.799857
103001526,2,2024-04-15 17:11:29.799857
103001527,3,2024-04-15 17:11:29.799857
103001530,6,2024-04-15 17:11:29.799857
103001531,5,2024-04-15 17:11:29.799857
103001534,4,2024-04-15 17:11:29.799857
103001535,3,2024-04-15 17:11:29.799857
103001538,4,2024-04-15 17:11:29.799857
103001539,4,2024-04-15 17:11:29.799857
103001546,2,2024-04-15 17:11:29.799857
103001547,4,2024-04-15 17:11:29.799857
103001550,3,2024-04-15 17:11:29.799857
103001551,2,2024-04-15 17:11:29.799857
103001554,4,2024-04-15 17:11:29.799857
103001555,4,2024-04-15 17:11:29.799857
103001558,5,2024-04-15 17:11:29.799857
103001559,8,2024-04-15 17:11:29.799857
103001562,4,2024-04-15 17:11:29.799857
103001563,3,2024-04-15 17:11:29.799857
103001566,5,2024-04-15 17:11:29.799857
103001567,4,2024-04-15 17:11:29.799857
103001570,5,2024-04-15 17:11:29.799857
103001571,4,2024-04-15 17:11:29.799857
103001578,4,2024-04-15 17:11:29.799857
103001579,2,2024-04-15 17:11:29.799857
103001582,7,2024-04-15 17:11:29.799857
103001583,3,2024-04-15 17:11:29.799857
103001586,3,2024-04-15 17:11:29.799857
103001587,2,2024-04-15 17:11:29.799857
103001590,3,2024-04-15 17:11:29.799857
103001591,5,2024-04-15 17:11:29.799857
103001594,4,2024-04-15 17:11:29.799857
103001595,3,2024-04-15 17:11:29.799857
103001598,4,2024-04-15 17:11:29.799857
