,NumBuses,BusStopCode,Time
55,1,2169,2024-04-15T17:26:49.878897
56,3,2171,2024-04-15T17:26:49.878897
57,1,2181,2024-04-15T17:26:49.878897
58,3,3011,2024-04-15T17:26:49.878897
59,3,3019,2024-04-15T17:26:49.878897
60,0,3021,2024-04-15T17:26:49.878897
61,1,3031,2024-04-15T17:26:49.878897
62,1,3041,2024-04-15T17:26:49.878897
63,3,3059,2024-04-15T17:26:49.878897
64,0,3071,2024-04-15T17:26:49.878897
65,1,3111,2024-04-15T17:26:49.878897
66,5,3129,2024-04-15T17:26:49.878897
67,1,3151,2024-04-15T17:26:49.878897
68,2,3217,2024-04-15T17:26:49.878897
69,2,3218,2024-04-15T17:26:49.878897
70,4,3222,2024-04-15T17:26:49.878897
71,3,3223,2024-04-15T17:26:49.878897
72,3,3239,2024-04-15T17:26:49.878897
73,0,3241,2024-04-15T17:26:49.878897
74,0,3331,2024-04-15T17:26:49.878897
75,0,3339,2024-04-15T17:26:49.878897
76,0,3341,2024-04-15T17:26:49.878897
77,0,3349,2024-04-15T17:26:49.878897
78,0,3361,2024-04-15T17:26:49.878897
79,0,3369,2024-04-15T17:26:49.878897
80,0,3371,2024-04-15T17:26:49.878897
81,2,3381,2024-04-15T17:26:49.878897
82,3,3391,2024-04-15T17:26:49.878897
83,0,3411,2024-04-15T17:26:49.878897
84,0,3419,2024-04-15T17:26:49.878897
85,0,3421,2024-04-15T17:26:49.878897
86,3,3501,2024-04-15T17:26:49.878897
87,2,3509,2024-04-15T17:26:49.878897
88,3,3511,2024-04-15T17:26:49.878897
89,1,3519,2024-04-15T17:26:49.878897
90,0,3529,2024-04-15T17:26:49.878897
91,0,3539,2024-04-15T17:26:49.878897
92,1,3549,2024-04-15T17:26:49.878897
93,0,3579,2024-04-15T17:26:49.878897
94,0,4019,2024-04-15T17:26:49.878897
95,3,4029,2024-04-15T17:26:49.878897
96,5,4111,2024-04-15T17:26:49.878897
97,2,4121,2024-04-15T17:26:49.878897
98,6,4142,2024-04-15T17:26:49.878897
99,0,4143,2024-04-15T17:26:49.878897
100,0,4149,2024-04-15T17:26:49.878897
101,4,4151,2024-04-15T17:26:49.878897
102,0,4159,2024-04-15T17:26:49.878897
103,0,4167,2024-04-15T17:26:49.878897
104,2,4168,2024-04-15T17:26:49.878897
105,3,4179,2024-04-15T17:26:49.878897
106,1,4211,2024-04-15T17:26:49.878897
107,1,4219,2024-04-15T17:26:49.878897
108,10,4222,2024-04-15T17:26:49.878897
109,1,4223,2024-04-15T17:26:49.878897
110,3,4229,2024-04-15T17:26:49.878897
111,3,4239,2024-04-15T17:26:49.878897
112,2,4249,2024-04-15T17:26:49.878897
113,0,4251,2024-04-15T17:26:49.878897
114,0,4311,2024-04-15T17:26:49.878897
115,1,4321,2024-04-15T17:26:49.878897
116,1,4329,2024-04-15T17:26:49.878897
117,0,4331,2024-04-15T17:26:49.878897
118,1,4339,2024-04-15T17:26:49.878897
119,1,5012,2024-04-15T17:26:49.878897
120,3,5013,2024-04-15T17:26:49.878897
121,3,5019,2024-04-15T17:26:49.878897
122,1,5022,2024-04-15T17:26:49.878897
123,4,5023,2024-04-15T17:26:49.878897
124,4,5029,2024-04-15T17:26:49.878897
125,5,5039,2024-04-15T17:26:49.878897
126,2,5049,2024-04-15T17:26:49.878897
127,2,5059,2024-04-15T17:26:49.878897
128,0,5069,2024-04-15T17:26:49.878897
129,1,5129,2024-04-15T17:26:49.878897
130,4,5131,2024-04-15T17:26:49.878897
131,2,5189,2024-04-15T17:26:49.878897
132,1,5199,2024-04-15T17:26:49.878897
133,1,5239,2024-04-15T17:26:49.878897
134,0,5241,2024-04-15T17:26:49.878897
135,1,5259,2024-04-15T17:26:49.878897
136,1,5269,2024-04-15T17:26:49.878897
137,0,5271,2024-04-15T17:26:49.878897
138,1,5319,2024-04-15T17:26:49.878897
139,0,5411,2024-04-15T17:26:49.878897
140,1,5419,2024-04-15T17:26:49.878897
141,0,5421,2024-04-15T17:26:49.878897
142,1,5429,2024-04-15T17:26:49.878897
143,0,5431,2024-04-15T17:26:49.878897
144,2,5519,2024-04-15T17:26:49.878897
145,0,5521,2024-04-15T17:26:49.878897
146,1,5629,2024-04-15T17:26:49.878897
147,0,5631,2024-04-15T17:26:49.878897
148,3,5641,2024-04-15T17:26:49.878897
149,2,5649,2024-04-15T17:26:49.878897
150,0,5651,2024-04-15T17:26:49.878897
151,2,6011,2024-04-15T17:26:49.878897
152,4,6029,2024-04-15T17:26:49.878897
153,0,6031,2024-04-15T17:26:49.878897
154,0,6039,2024-04-15T17:26:49.878897
155,0,6049,2024-04-15T17:26:49.878897
156,5,6051,2024-04-15T17:26:49.878897
157,1,6069,2024-04-15T17:26:49.878897
158,2,6071,2024-04-15T17:26:49.878897
159,2,6081,2024-04-15T17:26:49.878897
160,1,6129,2024-04-15T17:26:49.878897
161,0,6131,2024-04-15T17:26:49.878897
162,1,6141,2024-04-15T17:26:49.878897
163,3,6149,2024-04-15T17:26:49.878897
164,1,6151,2024-04-15T17:26:49.878897
165,2,6159,2024-04-15T17:26:49.878897
166,0,6161,2024-04-15T17:26:49.878897
167,1,6169,2024-04-15T17:26:49.878897
168,1,6171,2024-04-15T17:26:49.878897
169,1,6189,2024-04-15T17:26:49.878897
170,2,7011,2024-04-15T17:26:49.878897
171,4,7021,2024-04-15T17:26:49.878897
172,3,7031,2024-04-15T17:26:49.878897
173,4,7111,2024-04-15T17:26:49.878897
174,4,7211,2024-04-15T17:26:49.878897
175,2,7221,2024-04-15T17:26:49.878897
176,2,7231,2024-04-15T17:26:49.878897
177,0,7241,2024-04-15T17:26:49.878897
178,1,7249,2024-04-15T17:26:49.878897
179,2,7319,2024-04-15T17:26:49.878897
180,4,7329,2024-04-15T17:26:49.878897
181,1,7331,2024-04-15T17:26:49.878897
182,3,7351,2024-04-15T17:26:49.878897
183,1,7359,2024-04-15T17:26:49.878897
184,2,7361,2024-04-15T17:26:49.878897
185,3,7369,2024-04-15T17:26:49.878897
186,3,7371,2024-04-15T17:26:49.878897
187,3,7379,2024-04-15T17:26:49.878897
188,1,7419,2024-04-15T17:26:49.878897
189,3,7517,2024-04-15T17:26:49.878897
190,2,7518,2024-04-15T17:26:49.878897
191,1,7529,2024-04-15T17:26:49.878897
192,4,7531,2024-04-15T17:26:49.878897
193,1,7539,2024-04-15T17:26:49.878897
194,2,7551,2024-04-15T17:26:49.878897
195,0,7561,2024-04-15T17:26:49.878897
196,2,7569,2024-04-15T17:26:49.878897
197,0,7571,2024-04-15T17:26:49.878897
198,0,7589,2024-04-15T17:26:49.878897
199,0,8011,2024-04-15T17:26:49.878897
200,1,8019,2024-04-15T17:26:49.878897
201,2,8031,2024-04-15T17:26:49.878897
202,5,8041,2024-04-15T17:26:49.878897
203,5,8057,2024-04-15T17:26:49.878897
204,1,8058,2024-04-15T17:26:49.878897
205,4,8069,2024-04-15T17:26:49.878897
206,2,8079,2024-04-15T17:26:49.878897
207,6,8111,2024-04-15T17:26:49.878897
208,6,8121,2024-04-15T17:26:49.878897
209,0,8137,2024-04-15T17:26:49.878897
210,10,8138,2024-04-15T17:26:49.878897
211,3,9011,2024-04-15T17:26:49.878897
212,4,9022,2024-04-15T17:26:49.878897
213,3,9023,2024-04-15T17:26:49.878897
214,2,9037,2024-04-15T17:26:49.878897
215,5,9038,2024-04-15T17:26:49.878897
216,1,9047,2024-04-15T17:26:49.878897
217,3,9048,2024-04-15T17:26:49.878897
218,4,9059,2024-04-15T17:26:49.878897
219,1,9111,2024-04-15T17:26:49.878897
220,1,9121,2024-04-15T17:26:49.878897
221,1,9131,2024-04-15T17:26:49.878897
222,0,9139,2024-04-15T17:26:49.878897
223,2,9141,2024-04-15T17:26:49.878897
224,1,9149,2024-04-15T17:26:49.878897
225,4,9159,2024-04-15T17:26:49.878897
226,5,9169,2024-04-15T17:26:49.878897
227,4,9179,2024-04-15T17:26:49.878897
228,0,9191,2024-04-15T17:26:49.878897
229,2,9212,2024-04-15T17:26:49.878897
230,0,9213,2024-04-15T17:26:49.878897
231,0,9219,2024-04-15T17:26:49.878897
232,4,10009,2024-04-15T17:26:49.878897
233,4,10011,2024-04-15T17:26:49.878897
234,5,10017,2024-04-15T17:26:49.878897
235,5,10018,2024-04-15T17:26:49.878897
236,1,10021,2024-04-15T17:26:49.878897
237,4,10041,2024-04-15T17:26:49.878897
238,5,10049,2024-04-15T17:26:49.878897
239,0,10051,2024-04-15T17:26:49.878897
240,2,10059,2024-04-15T17:26:49.878897
241,0,10061,2024-04-15T17:26:49.878897
242,0,10069,2024-04-15T17:26:49.878897
243,1,10071,2024-04-15T17:26:49.878897
244,1,10079,2024-04-15T17:26:49.878897
245,1,10081,2024-04-15T17:26:49.878897
246,3,10089,2024-04-15T17:26:49.878897
247,0,10091,2024-04-15T17:26:49.878897
248,1,10099,2024-04-15T17:26:49.878897
249,0,10101,2024-04-15T17:26:49.878897
250,1,10109,2024-04-15T17:26:49.878897
251,0,10111,2024-04-15T17:26:49.878897
252,3,10119,2024-04-15T17:26:49.878897
253,0,10121,2024-04-15T17:26:49.878897
254,1,10129,2024-04-15T17:26:49.878897
255,1,10131,2024-04-15T17:26:49.878897
256,3,10139,2024-04-15T17:26:49.878897
257,7,10141,2024-04-15T17:26:49.878897
258,3,10149,2024-04-15T17:26:49.878897
259,7,10151,2024-04-15T17:26:49.878897
260,5,10161,2024-04-15T17:26:49.878897
261,3,10169,2024-04-15T17:26:49.878897
262,1,10171,2024-04-15T17:26:49.878897
263,2,10179,2024-04-15T17:26:49.878897
264,1,10181,2024-04-15T17:26:49.878897
265,2,10189,2024-04-15T17:26:49.878897
266,1,10191,2024-04-15T17:26:49.878897
267,2,10199,2024-04-15T17:26:49.878897
268,0,10201,2024-04-15T17:26:49.878897
269,2,10209,2024-04-15T17:26:49.878897
270,0,10211,2024-04-15T17:26:49.878897
271,1,10219,2024-04-15T17:26:49.878897
272,1,10221,2024-04-15T17:26:49.878897
273,1,10229,2024-04-15T17:26:49.878897
274,0,10231,2024-04-15T17:26:49.878897
275,1,10239,2024-04-15T17:26:49.878897
276,2,10241,2024-04-15T17:26:49.878897
277,0,10249,2024-04-15T17:26:49.878897
278,1,10261,2024-04-15T17:26:49.878897
279,1,10269,2024-04-15T17:26:49.878897
280,1,10271,2024-04-15T17:26:49.878897
281,1,10279,2024-04-15T17:26:49.878897
282,0,10281,2024-04-15T17:26:49.878897
283,2,10289,2024-04-15T17:26:49.878897
284,2,10291,2024-04-15T17:26:49.878897
285,4,10299,2024-04-15T17:26:49.878897
286,3,10321,2024-04-15T17:26:49.878897
287,2,10329,2024-04-15T17:26:49.878897
288,1,10331,2024-04-15T17:26:49.878897
289,1,10339,2024-04-15T17:26:49.878897
290,1,10341,2024-04-15T17:26:49.878897
291,1,10349,2024-04-15T17:26:49.878897
292,0,10351,2024-04-15T17:26:49.878897
293,1,10359,2024-04-15T17:26:49.878897
294,1,10361,2024-04-15T17:26:49.878897
295,1,10369,2024-04-15T17:26:49.878897
296,1,10371,2024-04-15T17:26:49.878897
297,2,10379,2024-04-15T17:26:49.878897
298,4,10381,2024-04-15T17:26:49.878897
299,0,10389,2024-04-15T17:26:49.878897
300,2,10391,2024-04-15T17:26:49.878897
301,0,10399,2024-04-15T17:26:49.878897
302,1,10401,2024-04-15T17:26:49.878897
303,0,10409,2024-04-15T17:26:49.878897
304,0,10411,2024-04-15T17:26:49.878897
305,0,10419,2024-04-15T17:26:49.878897
306,1,10421,2024-04-15T17:26:49.878897
307,0,10429,2024-04-15T17:26:49.878897
308,1,10431,2024-04-15T17:26:49.878897
309,0,10439,2024-04-15T17:26:49.878897
310,0,10441,2024-04-15T17:26:49.878897
311,0,10449,2024-04-15T17:26:49.878897
312,0,10451,2024-04-15T17:26:49.878897
313,0,10459,2024-04-15T17:26:49.878897
314,0,10461,2024-04-15T17:26:49.878897
315,0,10469,2024-04-15T17:26:49.878897
316,0,10471,2024-04-15T17:26:49.878897
317,1,10479,2024-04-15T17:26:49.878897
318,0,10481,2024-04-15T17:26:49.878897
319,0,10489,2024-04-15T17:26:49.878897
320,4,10499,2024-04-15T17:26:49.878897
321,2,10501,2024-04-15T17:26:49.878897
322,1,10519,2024-04-15T17:26:49.878897
323,0,10599,2024-04-15T17:26:49.878897
324,4,10651,2024-04-15T17:26:49.878897
325,0,10659,2024-04-15T17:26:49.878897
326,1,11001,2024-04-15T17:26:49.878897
327,0,11009,2024-04-15T17:26:49.878897
328,4,11019,2024-04-15T17:26:49.878897
329,3,11021,2024-04-15T17:26:49.878897
330,2,11029,2024-04-15T17:26:49.878897
331,5,11031,2024-04-15T17:26:49.878897
332,2,11039,2024-04-15T17:26:49.878897
333,5,11041,2024-04-15T17:26:49.878897
334,2,11049,2024-04-15T17:26:49.878897
335,5,11051,2024-04-15T17:26:49.878897
336,3,11059,2024-04-15T17:26:49.878897
337,4,11061,2024-04-15T17:26:49.878897
338,2,11069,2024-04-15T17:26:49.878897
339,3,11071,2024-04-15T17:26:49.878897
340,2,11079,2024-04-15T17:26:49.878897
341,1,11081,2024-04-15T17:26:49.878897
342,2,11089,2024-04-15T17:26:49.878897
343,1,11091,2024-04-15T17:26:49.878897
344,3,11099,2024-04-15T17:26:49.878897
345,1,11101,2024-04-15T17:26:49.878897
346,4,11109,2024-04-15T17:26:49.878897
347,1,11111,2024-04-15T17:26:49.878897
348,5,11119,2024-04-15T17:26:49.878897
349,4,11131,2024-04-15T17:26:49.878897
350,2,11139,2024-04-15T17:26:49.878897
351,3,11141,2024-04-15T17:26:49.878897
352,5,11149,2024-04-15T17:26:49.878897
353,4,11151,2024-04-15T17:26:49.878897
354,4,11159,2024-04-15T17:26:49.878897
355,1,11161,2024-04-15T17:26:49.878897
356,6,11169,2024-04-15T17:26:49.878897
357,2,11171,2024-04-15T17:26:49.878897
358,5,11179,2024-04-15T17:26:49.878897
359,2,11181,2024-04-15T17:26:49.878897
360,4,11189,2024-04-15T17:26:49.878897
361,1,11191,2024-04-15T17:26:49.878897
362,3,11199,2024-04-15T17:26:49.878897
363,4,11201,2024-04-15T17:26:49.878897
364,0,11209,2024-04-15T17:26:49.878897
365,3,11211,2024-04-15T17:26:49.878897
366,0,11219,2024-04-15T17:26:49.878897
367,4,11221,2024-04-15T17:26:49.878897
368,1,11229,2024-04-15T17:26:49.878897
369,2,11231,2024-04-15T17:26:49.878897
370,1,11239,2024-04-15T17:26:49.878897
371,1,11259,2024-04-15T17:26:49.878897
372,2,11261,2024-04-15T17:26:49.878897
373,3,11269,2024-04-15T17:26:49.878897
374,1,11271,2024-04-15T17:26:49.878897
375,4,11279,2024-04-15T17:26:49.878897
376,0,11281,2024-04-15T17:26:49.878897
377,5,11289,2024-04-15T17:26:49.878897
378,1,11291,2024-04-15T17:26:49.878897
379,3,11299,2024-04-15T17:26:49.878897
380,2,11301,2024-04-15T17:26:49.878897
381,2,11309,2024-04-15T17:26:49.878897
382,1,11311,2024-04-15T17:26:49.878897
383,2,11319,2024-04-15T17:26:49.878897
384,0,11321,2024-04-15T17:26:49.878897
385,2,11329,2024-04-15T17:26:49.878897
386,0,11331,2024-04-15T17:26:49.878897
387,2,11339,2024-04-15T17:26:49.878897
388,0,11341,2024-04-15T17:26:49.878897
389,2,11349,2024-04-15T17:26:49.878897
390,1,11351,2024-04-15T17:26:49.878897
391,0,11359,2024-04-15T17:26:49.878897
392,4,11361,2024-04-15T17:26:49.878897
393,2,11369,2024-04-15T17:26:49.878897
394,1,11379,2024-04-15T17:26:49.878897
395,1,11381,2024-04-15T17:26:49.878897
396,4,11389,2024-04-15T17:26:49.878897
397,0,11401,2024-04-15T17:26:49.878897
398,0,11409,2024-04-15T17:26:49.878897
399,1,11419,2024-04-15T17:26:49.878897
400,0,11429,2024-04-15T17:26:49.878897
401,0,11439,2024-04-15T17:26:49.878897
402,1,11441,2024-04-15T17:26:49.878897
403,0,11449,2024-04-15T17:26:49.878897
404,1,11451,2024-04-15T17:26:49.878897
405,0,11459,2024-04-15T17:26:49.878897
406,1,11469,2024-04-15T17:26:49.878897
407,1,11471,2024-04-15T17:26:49.878897
408,0,11481,2024-04-15T17:26:49.878897
409,1,11489,2024-04-15T17:26:49.878897
410,0,11491,2024-04-15T17:26:49.878897
411,1,11499,2024-04-15T17:26:49.878897
412,3,11511,2024-04-15T17:26:49.878897
413,3,11519,2024-04-15T17:26:49.878897
414,0,11521,2024-04-15T17:26:49.878897
415,2,11529,2024-04-15T17:26:49.878897
416,2,11531,2024-04-15T17:26:49.878897
417,2,11539,2024-04-15T17:26:49.878897
418,1,11541,2024-04-15T17:26:49.878897
419,0,11551,2024-04-15T17:26:49.878897
420,0,11561,2024-04-15T17:26:49.878897
421,0,11579,2024-04-15T17:26:49.878897
422,0,11589,2024-04-15T17:26:49.878897
423,0,11599,2024-04-15T17:26:49.878897
424,0,11609,2024-04-15T17:26:49.878897
425,2,12021,2024-04-15T17:26:49.878897
426,2,12029,2024-04-15T17:26:49.878897
427,2,12031,2024-04-15T17:26:49.878897
428,2,12039,2024-04-15T17:26:49.878897
429,3,12041,2024-04-15T17:26:49.878897
430,2,12049,2024-04-15T17:26:49.878897
431,2,12051,2024-04-15T17:26:49.878897
432,2,12059,2024-04-15T17:26:49.878897
433,2,12061,2024-04-15T17:26:49.878897
434,1,12069,2024-04-15T17:26:49.878897
435,2,12071,2024-04-15T17:26:49.878897
436,1,12079,2024-04-15T17:26:49.878897
437,2,12081,2024-04-15T17:26:49.878897
438,2,12089,2024-04-15T17:26:49.878897
439,2,12091,2024-04-15T17:26:49.878897
440,1,12099,2024-04-15T17:26:49.878897
441,1,12101,2024-04-15T17:26:49.878897
442,1,12109,2024-04-15T17:26:49.878897
443,2,12111,2024-04-15T17:26:49.878897
444,0,12119,2024-04-15T17:26:49.878897
445,0,12121,2024-04-15T17:26:49.878897
446,0,12129,2024-04-15T17:26:49.878897
447,0,12131,2024-04-15T17:26:49.878897
448,0,12139,2024-04-15T17:26:49.878897
449,0,12141,2024-04-15T17:26:49.878897
450,0,12149,2024-04-15T17:26:49.878897
451,0,12151,2024-04-15T17:26:49.878897
452,0,12169,2024-04-15T17:26:49.878897
453,0,12179,2024-04-15T17:26:49.878897
454,0,12189,2024-04-15T17:26:49.878897
455,0,12199,2024-04-15T17:26:49.878897
456,0,12201,2024-04-15T17:26:49.878897
457,0,12209,2024-04-15T17:26:49.878897
458,0,12211,2024-04-15T17:26:49.878897
459,1,13011,2024-04-15T17:26:49.878897
460,0,13019,2024-04-15T17:26:49.878897
461,3,13021,2024-04-15T17:26:49.878897
462,0,13029,2024-04-15T17:26:49.878897
463,2,13031,2024-04-15T17:26:49.878897
464,1,13039,2024-04-15T17:26:49.878897
465,0,13041,2024-04-15T17:26:49.878897
466,1,13049,2024-04-15T17:26:49.878897
467,2,13051,2024-04-15T17:26:49.878897
468,1,13059,2024-04-15T17:26:49.878897
469,1,13062,2024-04-15T17:26:49.878897
470,0,13063,2024-04-15T17:26:49.878897
471,2,13069,2024-04-15T17:26:49.878897
472,0,13071,2024-04-15T17:26:49.878897
473,3,13079,2024-04-15T17:26:49.878897
474,1,13081,2024-04-15T17:26:49.878897
475,3,13089,2024-04-15T17:26:49.878897
476,2,13091,2024-04-15T17:26:49.878897
477,1,13099,2024-04-15T17:26:49.878897
478,2,13101,2024-04-15T17:26:49.878897
479,1,13109,2024-04-15T17:26:49.878897
480,3,13119,2024-04-15T17:26:49.878897
481,0,13121,2024-04-15T17:26:49.878897
482,3,13139,2024-04-15T17:26:49.878897
483,0,13141,2024-04-15T17:26:49.878897
484,2,13159,2024-04-15T17:26:49.878897
485,1,13169,2024-04-15T17:26:49.878897
486,0,13171,2024-04-15T17:26:49.878897
487,0,13179,2024-04-15T17:26:49.878897
488,0,13181,2024-04-15T17:26:49.878897
489,0,13189,2024-04-15T17:26:49.878897
490,1,13191,2024-04-15T17:26:49.878897
491,1,13199,2024-04-15T17:26:49.878897
492,0,13201,2024-04-15T17:26:49.878897
493,1,13209,2024-04-15T17:26:49.878897
494,3,14009,2024-04-15T17:26:49.878897
495,4,14011,2024-04-15T17:26:49.878897
496,3,14019,2024-04-15T17:26:49.878897
497,2,14021,2024-04-15T17:26:49.878897
498,1,14029,2024-04-15T17:26:49.878897
499,2,14031,2024-04-15T17:26:49.878897
500,2,14039,2024-04-15T17:26:49.878897
501,2,14041,2024-04-15T17:26:49.878897
502,1,14049,2024-04-15T17:26:49.878897
503,0,14051,2024-04-15T17:26:49.878897
504,1,14059,2024-04-15T17:26:49.878897
505,2,14061,2024-04-15T17:26:49.878897
506,1,14069,2024-04-15T17:26:49.878897
507,3,14071,2024-04-15T17:26:49.878897
508,3,14081,2024-04-15T17:26:49.878897
509,3,14089,2024-04-15T17:26:49.878897
510,4,14101,2024-04-15T17:26:49.878897
511,2,14109,2024-04-15T17:26:49.878897
512,5,14119,2024-04-15T17:26:49.878897
513,3,14121,2024-04-15T17:26:49.878897
514,4,14129,2024-04-15T17:26:49.878897
515,3,14131,2024-04-15T17:26:49.878897
516,2,14139,2024-04-15T17:26:49.878897
517,8,14141,2024-04-15T17:26:49.878897
518,4,14151,2024-04-15T17:26:49.878897
519,2,14159,2024-04-15T17:26:49.878897
520,4,14161,2024-04-15T17:26:49.878897
521,2,14169,2024-04-15T17:26:49.878897
522,2,14171,2024-04-15T17:26:49.878897
523,2,14179,2024-04-15T17:26:49.878897
524,2,14189,2024-04-15T17:26:49.878897
525,1,14191,2024-04-15T17:26:49.878897
526,0,14199,2024-04-15T17:26:49.878897
527,1,14201,2024-04-15T17:26:49.878897
528,0,14209,2024-04-15T17:26:49.878897
529,1,14211,2024-04-15T17:26:49.878897
530,0,14219,2024-04-15T17:26:49.878897
531,0,14221,2024-04-15T17:26:49.878897
532,2,14229,2024-04-15T17:26:49.878897
533,2,14231,2024-04-15T17:26:49.878897
534,3,14239,2024-04-15T17:26:49.878897
535,1,14241,2024-04-15T17:26:49.878897
536,3,14249,2024-04-15T17:26:49.878897
537,0,14259,2024-04-15T17:26:49.878897
538,1,14269,2024-04-15T17:26:49.878897
539,2,14271,2024-04-15T17:26:49.878897
540,2,14279,2024-04-15T17:26:49.878897
541,2,14281,2024-04-15T17:26:49.878897
542,4,14291,2024-04-15T17:26:49.878897
543,1,14299,2024-04-15T17:26:49.878897
544,2,14309,2024-04-15T17:26:49.878897
545,1,14319,2024-04-15T17:26:49.878897
546,0,14329,2024-04-15T17:26:49.878897
547,0,14331,2024-04-15T17:26:49.878897
548,1,14339,2024-04-15T17:26:49.878897
549,1,14341,2024-04-15T17:26:49.878897
550,1,14349,2024-04-15T17:26:49.878897
551,0,14351,2024-04-15T17:26:49.878897
552,1,14359,2024-04-15T17:26:49.878897
553,1,14369,2024-04-15T17:26:49.878897
554,3,14379,2024-04-15T17:26:49.878897
555,1,14381,2024-04-15T17:26:49.878897
556,1,14389,2024-04-15T17:26:49.878897
557,0,14391,2024-04-15T17:26:49.878897
558,0,14399,2024-04-15T17:26:49.878897
559,1,14471,2024-04-15T17:26:49.878897
560,2,14489,2024-04-15T17:26:49.878897
561,0,14491,2024-04-15T17:26:49.878897
562,0,14499,2024-04-15T17:26:49.878897
563,0,14501,2024-04-15T17:26:49.878897
564,0,14509,2024-04-15T17:26:49.878897
565,0,14519,2024-04-15T17:26:49.878897
566,0,14521,2024-04-15T17:26:49.878897
567,1,14529,2024-04-15T17:26:49.878897
568,1,14539,2024-04-15T17:26:49.878897
569,2,15041,2024-04-15T17:26:49.878897
570,5,15049,2024-04-15T17:26:49.878897
571,1,15051,2024-04-15T17:26:49.878897
572,6,15059,2024-04-15T17:26:49.878897
573,0,15071,2024-04-15T17:26:49.878897
574,1,15079,2024-04-15T17:26:49.878897
575,0,15091,2024-04-15T17:26:49.878897
576,1,15099,2024-04-15T17:26:49.878897
577,0,15101,2024-04-15T17:26:49.878897
578,0,15109,2024-04-15T17:26:49.878897
579,0,15111,2024-04-15T17:26:49.878897
580,0,15119,2024-04-15T17:26:49.878897
581,0,15121,2024-04-15T17:26:49.878897
582,0,15129,2024-04-15T17:26:49.878897
583,1,15131,2024-04-15T17:26:49.878897
584,0,15139,2024-04-15T17:26:49.878897
585,3,15141,2024-04-15T17:26:49.878897
586,1,15149,2024-04-15T17:26:49.878897
587,4,15151,2024-04-15T17:26:49.878897
588,3,15159,2024-04-15T17:26:49.878897
589,2,15161,2024-04-15T17:26:49.878897
590,4,15169,2024-04-15T17:26:49.878897
591,0,15181,2024-04-15T17:26:49.878897
592,0,15189,2024-04-15T17:26:49.878897
593,1,15191,2024-04-15T17:26:49.878897
594,4,15199,2024-04-15T17:26:49.878897
595,1,15201,2024-04-15T17:26:49.878897
596,4,15209,2024-04-15T17:26:49.878897
597,0,15211,2024-04-15T17:26:49.878897
598,4,15219,2024-04-15T17:26:49.878897
599,2,15221,2024-04-15T17:26:49.878897
600,1,15229,2024-04-15T17:26:49.878897
601,4,16009,2024-04-15T17:26:49.878897
602,2,16011,2024-04-15T17:26:49.878897
603,1,16019,2024-04-15T17:26:49.878897
604,0,16021,2024-04-15T17:26:49.878897
605,0,16029,2024-04-15T17:26:49.878897
606,0,16031,2024-04-15T17:26:49.878897
